time_begin,time_end,lat,lon,heading,radar,rhib,rhie,
6/8/2018 23:06,6/8/2018 23:25,43.571,-101.159,68,ka1,,
6/8/2018 23:32,6/8/2018 23:39,43.578,-101.033,359,ka1,,
6/9/2018 0:18,6/9/2018 0:36,43.304,-100.7903,153,ka1,,
