time_begin,time_end,lat,lon,heading,radar,rhib,rhie,
6/13/2018 0:21,6/13/2018 0:31,36.827,-100.057,179,ka1,0,0,
6/13/2018 0:35,6/13/2018 1:15,36.783,-100.058,178,ka1,0,0,
6/13/2018 1:19,6/13/2018 1:40,36.756,-100.058,106,ka1,0,0,
